node_id,bench_id,impl_id,func_id,region_id,obj_cols,obj_rows,obj_levels,obj_cells,threads,runs,runtime,runtime_avg,efficiency
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,240,240,240,13824000,128,10,0.0419166,0.00419166,2.1431222952243267
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,260,260,260,17576000,128,10,0.0404946,0.0040494599999999995,1.5730517155373802
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,260,260,260,17576000,128,10,0.0556046,0.00556046,1.8328159900439893
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,280,280,280,21952000,128,10,0.0765396,0.00765396,1.2803685935123779
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,280,280,280,21952000,128,10,0.0934111,0.00934111,1.5233414444321929
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,300,300,300,27000000,128,10,0.090292,0.0090292,1.2786514862889293
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,300,300,300,27000000,128,10,0.108698,0.0108698,1.5173876244273123
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,320,320,320,32768000,128,10,0.165993,0.0165993,1.3005488183236642
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,320,320,320,32768000,128,10,0.211311,0.0211311,1.4436162812158382
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,340,340,340,39304000,128,10,0.159166,0.0159166,1.4182363067489288
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,340,340,340,39304000,128,10,0.18241,0.018241,1.8113206512800835
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,360,360,360,46656000,128,10,0.15897,0.015897,1.283242121154935
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,360,360,360,46656000,128,10,0.185163,0.0185163,1.5010504258410158
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,380,380,380,54872000,128,10,0.164999,0.0164999,1.2468924054085175
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,380,380,380,54872000,128,10,0.196797,0.0196797,1.4683811236959912
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,400,400,400,64000000,128,10,0.216999,0.0216999,1.2534666058368933
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,400,400,400,64000000,128,10,0.250958,0.0250958,1.4796220881581779
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,420,420,420,74088000,128,10,0.240975,0.0240975,1.240659819483349
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,420,420,420,74088000,128,10,0.277398,0.0277398,1.4697113894116036
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,440,440,440,85184000,128,10,0.324965,0.0324965,1.2524210299570722
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,440,440,440,85184000,128,10,0.366808,0.0366808,1.463902095919391
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,460,460,460,97336000,128,10,0.37498,0.037498,1.2613952744146355
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,460,460,460,97336000,128,10,0.422565,0.0422565,1.474776661578692
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,480,480,480,110592000,128,10,0.374962,0.0374962,1.2561112859436423
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,480,480,480,110592000,128,10,0.426522,0.0426522,1.4777948148043945
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,500,500,500,125000000,128,10,0.380997,0.0380997,1.262471882980706
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,500,500,500,125000000,128,10,0.441508,0.044150800000000004,1.4753277403806953
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,520,520,520,140608000,128,10,0.430149,0.0430149,1.262785685890238
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,520,520,520,140608000,128,10,0.4952,0.049519999999999995,1.479759693053312
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,540,540,540,157464000,128,10,0.50001,0.050001,1.263966720665587
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,540,540,540,157464000,128,10,0.573326,0.0573326,1.4807544049982035
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,560,560,560,175616000,128,10,0.568834,0.056883399999999994,1.2464093215243814
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,560,560,560,175616000,128,10,0.648555,0.0648555,1.4767321198664725
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,580,580,580,195112000,128,10,0.733878,0.0733878,1.2564036529232379
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,580,580,580,195112000,128,10,0.820537,0.0820537,1.46731957242635
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,600,600,600,216000000,128,10,0.731796,0.0731796,1.2599399286139854
gauss3,e_efficiency_by_cells,nonlinear,pow2,overall,600,600,600,216000000,128,10,0.826192,0.0826192,1.484642794895133
gauss3,e_efficiency_by_cells,nonlinear,pow2,apply,620,620,620,238328000,128,10,0.737005,0.0737005,1.2537743977313587
