node_id,bench_id,impl_id,region_id,obj_cols,obj_rows,obj_levels,obj_cells,threads,runtime
gauss3,e_runtime_by_cells,linear_stencil,apply,1400,1400,1400,2744000000,1,33.4357
gauss3,e_runtime_by_cells,linear_stencil,routine,1400,1400,1400,2744000000,1,42.3767
gauss3,e_runtime_by_cells,linear_stencil,apply,1420,1420,1420,2863288000,1,35.01
gauss3,e_runtime_by_cells,linear_stencil,routine,1420,1420,1420,2863288000,1,44.5551
gauss3,e_runtime_by_cells,linear_stencil,apply,1440,1440,1440,2985984000,1,36.4429
gauss3,e_runtime_by_cells,linear_stencil,routine,1440,1440,1440,2985984000,1,46.1329
gauss3,e_runtime_by_cells,linear_stencil,apply,1460,1460,1460,3112136000,1,37.9269
gauss3,e_runtime_by_cells,linear_stencil,routine,1460,1460,1460,3112136000,1,48.1921
gauss3,e_runtime_by_cells,linear_stencil,apply,1480,1480,1480,3241792000,1,39.481
gauss3,e_runtime_by_cells,linear_stencil,routine,1480,1480,1480,3241792000,1,49.5273
gauss3,e_runtime_by_cells,linear_stencil,apply,1500,1500,1500,3375000000,1,41.1379
gauss3,e_runtime_by_cells,linear_stencil,routine,1500,1500,1500,3375000000,1,52.1455
gauss3,e_runtime_by_cells,linear_stencil,apply,1520,1520,1520,3511808000,1,42.8352
gauss3,e_runtime_by_cells,linear_stencil,routine,1520,1520,1520,3511808000,1,54.6532
gauss3,e_runtime_by_cells,linear_stencil,apply,1540,1540,1540,3652264000,1,44.5244
gauss3,e_runtime_by_cells,linear_stencil,routine,1540,1540,1540,3652264000,1,56.2216
gauss3,e_runtime_by_cells,linear_stencil,apply,1560,1560,1560,3796416000,1,46.261
gauss3,e_runtime_by_cells,linear_stencil,routine,1560,1560,1560,3796416000,1,58.5908
gauss3,e_runtime_by_cells,linear_stencil,apply,1580,1580,1580,3944312000,1,48.1535
gauss3,e_runtime_by_cells,linear_stencil,routine,1580,1580,1580,3944312000,1,60.75
gauss3,e_runtime_by_cells,linear_stencil,apply,1600,1600,1600,4096000000,1,49.9428
gauss3,e_runtime_by_cells,linear_stencil,routine,1600,1600,1600,4096000000,1,62.9324
gauss3,e_runtime_by_cells,linear_stencil,apply,1620,1620,1620,4251528000,1,51.8958
gauss3,e_runtime_by_cells,linear_stencil,routine,1620,1620,1620,4251528000,1,65.5797
gauss3,e_runtime_by_cells,linear_stencil,apply,1640,1640,1640,4410944000,1,53.9681
gauss3,e_runtime_by_cells,linear_stencil,routine,1640,1640,1640,4410944000,1,68.6057
gauss3,e_runtime_by_cells,linear_stencil,apply,1660,1660,1660,4574296000,1,55.9136
gauss3,e_runtime_by_cells,linear_stencil,routine,1660,1660,1660,4574296000,1,70.2446
gauss3,e_runtime_by_cells,linear_stencil,apply,1680,1680,1680,4741632000,1,58.0814
gauss3,e_runtime_by_cells,linear_stencil,routine,1680,1680,1680,4741632000,1,73.5157
gauss3,e_runtime_by_cells,linear_stencil,apply,1700,1700,1700,4913000000,1,59.9828
gauss3,e_runtime_by_cells,linear_stencil,routine,1700,1700,1700,4913000000,1,75.6642
gauss3,e_runtime_by_cells,linear_stencil,apply,1720,1720,1720,5088448000,1,62.1212
gauss3,e_runtime_by_cells,linear_stencil,routine,1720,1720,1720,5088448000,1,78.0562
gauss3,e_runtime_by_cells,linear_stencil,apply,1740,1740,1740,5268024000,1,64.4441
gauss3,e_runtime_by_cells,linear_stencil,routine,1740,1740,1740,5268024000,1,81.4042
gauss3,e_runtime_by_cells,linear_stencil,apply,1760,1760,1760,5451776000,1,66.5135
gauss3,e_runtime_by_cells,linear_stencil,routine,1760,1760,1760,5451776000,1,83.8411
gauss3,e_runtime_by_cells,linear_stencil,apply,1780,1780,1780,5639752000,1,68.915
gauss3,e_runtime_by_cells,linear_stencil,routine,1780,1780,1780,5639752000,1,87.3197
gauss3,e_runtime_by_cells,linear_stencil,apply,1800,1800,1800,5832000000,1,71.2253
gauss3,e_runtime_by_cells,linear_stencil,routine,1800,1800,1800,5832000000,1,90.3902
gauss3,e_runtime_by_cells,linear_stencil,apply,1820,1820,1820,6028568000,1,73.5797
gauss3,e_runtime_by_cells,linear_stencil,routine,1820,1820,1820,6028568000,1,93.589
gauss3,e_runtime_by_cells,linear_stencil,apply,1840,1840,1840,6229504000,1,76.2657
gauss3,e_runtime_by_cells,linear_stencil,routine,1840,1840,1840,6229504000,1,95.4765
gauss3,e_runtime_by_cells,linear_stencil,apply,1860,1860,1860,6434856000,1,78.6729
gauss3,e_runtime_by_cells,linear_stencil,routine,1860,1860,1860,6434856000,1,100.684
gauss3,e_runtime_by_cells,linear_stencil,apply,1880,1880,1880,6644672000,1,82.4167
gauss3,e_runtime_by_cells,linear_stencil,routine,1880,1880,1880,6644672000,1,103.049
gauss3,e_runtime_by_cells,linear_stencil,apply,1900,1900,1900,6859000000,1,83.6419
gauss3,e_runtime_by_cells,linear_stencil,routine,1900,1900,1900,6859000000,1,105.23
gauss3,e_runtime_by_cells,linear_stencil,apply,1920,1920,1920,7077888000,1,86.3344
gauss3,e_runtime_by_cells,linear_stencil,routine,1920,1920,1920,7077888000,1,108.625
gauss3,e_runtime_by_cells,linear_stencil,apply,1940,1940,1940,7301384000,1,89.1493
gauss3,e_runtime_by_cells,linear_stencil,routine,1940,1940,1940,7301384000,1,112.249
gauss3,e_runtime_by_cells,linear_stencil,apply,1960,1960,1960,7529536000,1,91.8391
gauss3,e_runtime_by_cells,linear_stencil,routine,1960,1960,1960,7529536000,1,116.592
gauss3,e_runtime_by_cells,linear_stencil,apply,1980,1980,1980,7762392000,1,95.2013
gauss3,e_runtime_by_cells,linear_stencil,routine,1980,1980,1980,7762392000,1,120.91
gauss3,e_runtime_by_cells,linear_stencil,apply,2000,2000,2000,8000000000,1,98.3351
gauss3,e_runtime_by_cells,linear_stencil,routine,2000,2000,2000,8000000000,1,123.59
gauss3,e_runtime_by_cells,linear_stencil,apply,2020,2020,2020,8242408000,1,101.107
gauss3,e_runtime_by_cells,linear_stencil,routine,2020,2020,2020,8242408000,1,127.73
gauss3,e_runtime_by_cells,linear_stencil,apply,2040,2040,2040,8489664000,1,104.94
gauss3,e_runtime_by_cells,linear_stencil,routine,2040,2040,2040,8489664000,1,132.937
gauss3,e_runtime_by_cells,linear_stencil,apply,2060,2060,2060,8741816000,1,109.158
gauss3,e_runtime_by_cells,linear_stencil,routine,2060,2060,2060,8741816000,1,138.179
gauss3,e_runtime_by_cells,linear_stencil,apply,2080,2080,2080,8998912000,1,113.645
gauss3,e_runtime_by_cells,linear_stencil,routine,2080,2080,2080,8998912000,1,143.557
gauss3,e_runtime_by_cells,linear_stencil,apply,2100,2100,2100,9261000000,1,117.835
gauss3,e_runtime_by_cells,linear_stencil,routine,2100,2100,2100,9261000000,1,147.893
gauss3,e_runtime_by_cells,linear_stencil,apply,2120,2120,2120,9528128000,1,122.423
gauss3,e_runtime_by_cells,linear_stencil,routine,2120,2120,2120,9528128000,1,154.192
gauss3,e_runtime_by_cells,linear_stencil,apply,2140,2140,2140,9800344000,1,127.272
gauss3,e_runtime_by_cells,linear_stencil,routine,2140,2140,2140,9800344000,1,158.5
gauss3,e_runtime_by_cells,linear_stencil,apply,2160,2160,2160,10077696000,1,132.134
gauss3,e_runtime_by_cells,linear_stencil,routine,2160,2160,2160,10077696000,1,165.808
gauss3,e_runtime_by_cells,linear_stencil,apply,2180,2180,2180,10360232000,1,137.197
gauss3,e_runtime_by_cells,linear_stencil,routine,2180,2180,2180,10360232000,1,171.982
gauss3,e_runtime_by_cells,linear_stencil,apply,2200,2200,2200,10648000000,1,141.831
gauss3,e_runtime_by_cells,linear_stencil,routine,2200,2200,2200,10648000000,1,177.61
gauss3,e_runtime_by_cells,linear_stencil,apply,2220,2220,2220,10941048000,1,146.846
gauss3,e_runtime_by_cells,linear_stencil,routine,2220,2220,2220,10941048000,1,182.207
gauss3,e_runtime_by_cells,linear_stencil,apply,2240,2240,2240,11239424000,1,152.37
gauss3,e_runtime_by_cells,linear_stencil,routine,2240,2240,2240,11239424000,1,189.236
gauss3,e_runtime_by_cells,linear_stencil,apply,2260,2260,2260,11543176000,1,157.739
gauss3,e_runtime_by_cells,linear_stencil,routine,2260,2260,2260,11543176000,1,198.108
gauss3,e_runtime_by_cells,linear_stencil,apply,2280,2280,2280,11852352000,1,162.495
gauss3,e_runtime_by_cells,linear_stencil,routine,2280,2280,2280,11852352000,1,202.464
gauss3,e_runtime_by_cells,linear_stencil,apply,2300,2300,2300,12167000000,1,168.282
gauss3,e_runtime_by_cells,linear_stencil,routine,2300,2300,2300,12167000000,1,209.192
gauss3,e_runtime_by_cells,linear_stencil,apply,2320,2320,2320,12487168000,1,174.208
gauss3,e_runtime_by_cells,linear_stencil,routine,2320,2320,2320,12487168000,1,215.487
gauss3,e_runtime_by_cells,linear_stencil,apply,2340,2340,2340,12812904000,1,179.313
gauss3,e_runtime_by_cells,linear_stencil,routine,2340,2340,2340,12812904000,1,223.119
gauss3,e_runtime_by_cells,linear_stencil,apply,2360,2360,2360,13144256000,1,184.887
gauss3,e_runtime_by_cells,linear_stencil,routine,2360,2360,2360,13144256000,1,229.111
gauss3,e_runtime_by_cells,linear_stencil,apply,2380,2380,2380,13481272000,1,199.523
gauss3,e_runtime_by_cells,linear_stencil,routine,2380,2380,2380,13481272000,1,245.959
gauss3,e_runtime_by_cells,linear_stencil,apply,2400,2400,2400,13824000000,1,196.709
gauss3,e_runtime_by_cells,linear_stencil,routine,2400,2400,2400,13824000000,1,243.669
gauss3,e_runtime_by_cells,linear_stencil,apply,2420,2420,2420,14172488000,1,202.82
gauss3,e_runtime_by_cells,linear_stencil,routine,2420,2420,2420,14172488000,1,250.3
gauss3,e_runtime_by_cells,linear_stencil,apply,2440,2440,2440,14526784000,1,209.074
gauss3,e_runtime_by_cells,linear_stencil,routine,2440,2440,2440,14526784000,1,257.781
gauss3,e_runtime_by_cells,linear_stencil,apply,2460,2460,2460,14886936000,1,215.383
gauss3,e_runtime_by_cells,linear_stencil,routine,2460,2460,2460,14886936000,1,266.721
gauss3,e_runtime_by_cells,linear_stencil,apply,2480,2480,2480,15252992000,1,221.558
gauss3,e_runtime_by_cells,linear_stencil,routine,2480,2480,2480,15252992000,1,273.519
gauss3,e_runtime_by_cells,linear_stencil,apply,2500,2500,2500,15625000000,1,226.907
gauss3,e_runtime_by_cells,linear_stencil,routine,2500,2500,2500,15625000000,1,281.638
gauss3,e_runtime_by_cells,linear_stencil,apply,2520,2520,2520,16003008000,1,233.862
gauss3,e_runtime_by_cells,linear_stencil,routine,2520,2520,2520,16003008000,1,290.776
gauss3,e_runtime_by_cells,linear_stencil,apply,2540,2540,2540,16387064000,1,239.917
gauss3,e_runtime_by_cells,linear_stencil,routine,2540,2540,2540,16387064000,1,295.812
gauss3,e_runtime_by_cells,linear_stencil,apply,2560,2560,2560,16777216000,1,261.001
gauss3,e_runtime_by_cells,linear_stencil,routine,2560,2560,2560,16777216000,1,321.175
gauss3,e_runtime_by_cells,linear_stencil,apply,2580,2580,2580,17173512000,1,277.217
