node_id,bench_id,impl_id,region_id,threads,obj_cols,obj_rows,obj_levels,tiling_cols,tiling_rows,tiling_levels,runtime
gauss3,cache,tiling,routine,16,2050,2050,2050,256,1024,1024,35.7678
gauss3,cache,tiling,apply,16,2050,2050,2050,512,1024,1024,28.315
gauss3,cache,tiling,routine,16,2050,2050,2050,512,1024,1024,31.1194
gauss3,cache,tiling,apply,16,2050,2050,2050,1024,1024,1024,22.7921
gauss3,cache,tiling,routine,16,2050,2050,2050,1024,1024,1024,25.6046
gauss3,cache,tiling,apply,16,2050,2050,2050,2048,1024,1024,17.2561
gauss3,cache,tiling,routine,16,2050,2050,2050,2048,1024,1024,20.0384
gauss3,cache,tiling,apply,16,2050,2050,2050,4,2048,2048,116.866
gauss3,cache,tiling,routine,16,2050,2050,2050,4,2048,2048,119.596
gauss3,cache,tiling,apply,16,2050,2050,2050,8,2048,2048,91.203
gauss3,cache,tiling,routine,16,2050,2050,2050,8,2048,2048,93.9081
gauss3,cache,tiling,apply,16,2050,2050,2050,16,2048,2048,74.1743
gauss3,cache,tiling,routine,16,2050,2050,2050,16,2048,2048,76.7692
gauss3,cache,tiling,apply,16,2050,2050,2050,32,2048,2048,70.5071
gauss3,cache,tiling,routine,16,2050,2050,2050,32,2048,2048,73.1847
gauss3,cache,tiling,apply,16,2050,2050,2050,64,2048,2048,63.034
gauss3,cache,tiling,routine,16,2050,2050,2050,64,2048,2048,65.7125
gauss3,cache,tiling,apply,16,2050,2050,2050,128,2048,2048,61.381
gauss3,cache,tiling,routine,16,2050,2050,2050,128,2048,2048,64.0982
gauss3,cache,tiling,apply,16,2050,2050,2050,256,2048,2048,49.007
gauss3,cache,tiling,routine,16,2050,2050,2050,256,2048,2048,51.743
gauss3,cache,tiling,apply,16,2050,2050,2050,512,2048,2048,37.0009
gauss3,cache,tiling,routine,16,2050,2050,2050,512,2048,2048,39.7458
gauss3,cache,tiling,apply,16,2050,2050,2050,1024,2048,2048,31.386
gauss3,cache,tiling,routine,16,2050,2050,2050,1024,2048,2048,34.1437
gauss3,cache,tiling,apply,16,2050,2050,2050,2048,2048,2048,20.942
gauss3,cache,tiling,routine,16,2050,2050,2050,2048,2048,2048,23.7748

gauss3,runtime,notiling,apply,16,2050,2050,2050,4,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,4,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,8,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,8,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,16,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,16,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,32,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,32,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,64,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,64,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,128,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,128,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,256,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,256,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,512,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,512,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,1024,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,1024,0,0,4.68534
gauss3,runtime,notiling,apply,16,2050,2050,2050,2048,0,0,1.87096
gauss3,runtime,notiling,routine,16,2050,2050,2050,2048,0,0,4.68534
